id,state,stop_date,stop_time,location_raw,county_name,county_fips,fine_grained_location,police_department,driver_gender,driver_age_raw,driver_age,driver_race_raw,driver_race,violation_raw,violation,search_conducted,search_type_raw,search_type,contraband_found,stop_outcome,is_arrested,stop_duration,vehicle_type,drugs_related_stop,district
IL-2004-001118,IL,2004-01-02,16:17,ILLINOIS STATE POLICE 07,,,07,Illinois State Police,F,1982.0,22.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Kia 1999,,ILLINOIS STATE POLICE 07
IL-2004-001119,IL,2004-01-02,16:20,ILLINOIS STATE POLICE 03,Cook County,17031,03,Illinois State Police,M,1985.0,19.0,Hispanic,Hispanic,"Moving Violation,Other",Moving violation,FALSE,,,FALSE,Citation,,,Merc 2002,,ILLINOIS STATE POLICE 03
IL-2004-001120,IL,2004-01-02,16:20,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,F,1977.0,27.0,Caucasian,White,"Equipment,NA",Equipment,TRUE,Reasonable Suspicion,Reasonable Suspicion,TRUE,Written Warning,,,Bmw 1989,TRUE,ILLINOIS STATE POLICE 15
IL-2004-001121,IL,2004-01-02,16:20,ILLINOIS STATE POLICE 17,,,17,Illinois State Police,M,1982.0,22.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Ford 1992,,ILLINOIS STATE POLICE 17
IL-2004-001122,IL,2004-01-02,16:20,ILLINOIS STATE POLICE 17,,,17,Illinois State Police,M,1928.0,76.0,Caucasian,White,"Moving Violation,Lane Violation",Safe movement,FALSE,,,FALSE,Citation,,,Linc 1998,,ILLINOIS STATE POLICE 17
IL-2004-001123,IL,2004-01-02,16:20,ILLINOIS STATE POLICE 06,,,06,Illinois State Police,M,1961.0,43.0,Caucasian,White,"Equipment,NA",Equipment,TRUE,Custodial Arrest,Incident to Arrest,FALSE,Citation,,,Ford 2004,,ILLINOIS STATE POLICE 06
IL-2004-001124,IL,2004-01-02,16:20,ILLINOIS STATE POLICE 16,,,16,Illinois State Police,F,1971.0,33.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Olds 2001,,ILLINOIS STATE POLICE 16
IL-2004-001125,IL,2004-01-02,16:20,ILLINOIS STATE POLICE 08,,,08,Illinois State Police,M,1978.0,26.0,Caucasian,White,"Equipment,NA",Equipment,FALSE,,,FALSE,Citation,,,Volv 1998,,ILLINOIS STATE POLICE 08
IL-2004-001126,IL,2004-01-02,16:20,ILLINOIS STATE POLICE 08,,,08,Illinois State Police,M,1975.0,29.0,Caucasian,White,"License Plate/Registration,NA",Registration/plates,FALSE,,,FALSE,Written Warning,,,Pont 1997,,ILLINOIS STATE POLICE 08
IL-2004-001127,IL,2004-01-02,16:21,ILLINOIS STATE POLICE 22,,,22,Illinois State Police,M,1958.0,46.0,Caucasian,White,"Equipment,NA",Equipment,FALSE,,,FALSE,Citation,,,Olds 1995,,ILLINOIS STATE POLICE 22
IL-2004-001128,IL,2004-01-02,16:25,ILLINOIS STATE POLICE 10,,,10,Illinois State Police,M,1981.0,23.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Chev 1995,,ILLINOIS STATE POLICE 10
IL-2004-001129,IL,2004-01-02,16:25,ILLINOIS STATE POLICE 02,,,02,Illinois State Police,M,1962.0,42.0,Hispanic,Hispanic,"Equipment,NA",Equipment,FALSE,,,FALSE,Verbal Warning,,,Intl 2003,,ILLINOIS STATE POLICE 02
IL-2004-001130,IL,2004-01-02,16:25,ILLINOIS STATE POLICE 22,,,22,Illinois State Police,F,1983.0,21.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Gmc 2000,,ILLINOIS STATE POLICE 22
IL-2004-001131,IL,2004-01-02,16:25,ILLINOIS STATE POLICE 19,,,19,Illinois State Police,F,1986.0,18.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Jeep 2003,,ILLINOIS STATE POLICE 19
IL-2004-001132,IL,2004-01-02,16:27,ILLINOIS STATE POLICE 07,,,07,Illinois State Police,F,1982.0,22.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Chry 2003,,ILLINOIS STATE POLICE 07
