id,state,stop_date,stop_time,location_raw,county_name,county_fips,fine_grained_location,police_department,driver_gender,driver_age_raw,driver_age,driver_race_raw,driver_race,violation_raw,violation,search_conducted,search_type_raw,search_type,contraband_found,stop_outcome,is_arrested,stop_duration,vehicle_type,drugs_related_stop,district
IL-2004-000244,IL,2004-01-01,10:42,ILLINOIS STATE POLICE 11,,,11,Illinois State Police,F,1984.0,20.0,African American,Black,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Ford 2005,,ILLINOIS STATE POLICE 11
IL-2004-000245,IL,2004-01-01,10:44,ILLINOIS STATE POLICE 11,,,11,Illinois State Police,M,1941.0,63.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Gmc 1993,,ILLINOIS STATE POLICE 11
IL-2004-000246,IL,2004-01-01,10:45,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,F,1980.0,24.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Ford 1998,,ILLINOIS STATE POLICE 15
IL-2004-000247,IL,2004-01-01,10:50,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,M,1986.0,18.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Dodg 2000,,ILLINOIS STATE POLICE 15
IL-2004-000248,IL,2004-01-01,10:50,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,M,1975.0,29.0,Caucasian,White,"License Plate/Registration,NA",Registration/plates,FALSE,,,FALSE,Written Warning,,,Plym 1991,,ILLINOIS STATE POLICE 15
IL-2004-000249,IL,2004-01-01,10:50,ILLINOIS STATE POLICE 03,Cook County,17031,03,Illinois State Police,M,1966.0,38.0,African American,Black,"License Plate/Registration,NA",Registration/plates,FALSE,,,FALSE,Citation,,,Buic 1985,,ILLINOIS STATE POLICE 03
IL-2004-000250,IL,2004-01-01,10:50,ILLINOIS STATE POLICE 12,,,12,Illinois State Police,F,1982.0,22.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Olds 1995,,ILLINOIS STATE POLICE 12
IL-2004-000251,IL,2004-01-01,10:50,ILLINOIS STATE POLICE 08,,,08,Illinois State Police,M,1973.0,31.0,African American,Black,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Dodg 1998,,ILLINOIS STATE POLICE 08
IL-2004-000252,IL,2004-01-01,10:52,ILLINOIS STATE POLICE 02,,,02,Illinois State Police,M,1967.0,37.0,Caucasian,White,"Equipment,NA",Equipment,FALSE,,,FALSE,Citation,,,Ford 1994,,ILLINOIS STATE POLICE 02
IL-2004-000253,IL,2004-01-01,10:54,ILLINOIS STATE POLICE 11,,,11,Illinois State Police,M,1974.0,30.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Chev 2004,,ILLINOIS STATE POLICE 11
IL-2004-000254,IL,2004-01-01,10:55,ILLINOIS STATE POLICE 18,,,18,Illinois State Police,M,1944.0,60.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Intl 1991,,ILLINOIS STATE POLICE 18
IL-2004-000255,IL,2004-01-01,10:57,ILLINOIS STATE POLICE 06,,,06,Illinois State Police,M,1980.0,24.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Ford 1999,,ILLINOIS STATE POLICE 06
IL-2004-000256,IL,2004-01-01,10:58,ILLINOIS STATE POLICE 16,,,16,Illinois State Police,M,1925.0,79.0,Caucasian,White,"Moving Violation,Other",Moving violation,FALSE,,,FALSE,Written Warning,,,Ford 1983,,ILLINOIS STATE POLICE 16
IL-2004-000257,IL,2004-01-01,11:00,ILLINOIS STATE POLICE 22,,,22,Illinois State Police,M,1985.0,19.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Dodg 2000,,ILLINOIS STATE POLICE 22
IL-2004-000258,IL,2004-01-01,11:00,ILLINOIS STATE POLICE 03,Cook County,17031,03,Illinois State Police,M,1980.0,24.0,Caucasian,White,"Moving Violation,SeatBelt",Seat belt,FALSE,,,FALSE,Citation,,,Ford 1999,,ILLINOIS STATE POLICE 03
IL-2004-000259,IL,2004-01-01,11:00,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,M,1979.0,25.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Ford 1995,,ILLINOIS STATE POLICE 15
IL-2004-000260,IL,2004-01-01,11:00,ILLINOIS STATE POLICE 16,,,16,Illinois State Police,M,1964.0,40.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Niss 1996,,ILLINOIS STATE POLICE 16
IL-2004-000261,IL,2004-01-01,11:00,ILLINOIS STATE POLICE 09,,,09,Illinois State Police,M,1977.0,27.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Dodg 1992,,ILLINOIS STATE POLICE 09
IL-2004-000262,IL,2004-01-01,11:00,ILLINOIS STATE POLICE 18,,,18,Illinois State Police,M,1975.0,29.0,African American,Black,"Moving Violation,Other",Moving violation,FALSE,,,FALSE,Written Warning,,,Ford 1999,,ILLINOIS STATE POLICE 18
IL-2004-000263,IL,2004-01-01,11:00,ILLINOIS STATE POLICE 13,,,13,Illinois State Police,F,1985.0,19.0,Caucasian,White,"Equipment,NA",Equipment,FALSE,,,FALSE,Written Warning,,,Gmc 1979,,ILLINOIS STATE POLICE 13
IL-2004-000264,IL,2004-01-01,11:00,ILLINOIS STATE POLICE 16,,,16,Illinois State Police,M,1972.0,32.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Mazd 2002,,ILLINOIS STATE POLICE 16
IL-2004-000265,IL,2004-01-01,11:01,ILLINOIS STATE POLICE 10,,,10,Illinois State Police,F,1980.0,24.0,Caucasian,White,"Equipment,NA",Equipment,FALSE,,,FALSE,Written Warning,,,Ford 2000,,ILLINOIS STATE POLICE 10
IL-2004-000266,IL,2004-01-01,11:04,ILLINOIS STATE POLICE 16,,,16,Illinois State Police,M,1937.0,67.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Chry 2004,,ILLINOIS STATE POLICE 16
IL-2004-000267,IL,2004-01-01,11:05,ILLINOIS STATE POLICE 22,,,22,Illinois State Police,F,1950.0,54.0,Caucasian,White,"Equipment,NA",Equipment,FALSE,,,FALSE,Citation,,,Ford 1986,,ILLINOIS STATE POLICE 22
IL-2004-000268,IL,2004-01-01,11:05,ILLINOIS STATE POLICE 11,,,11,Illinois State Police,F,1982.0,22.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Pont 1997,,ILLINOIS STATE POLICE 11
IL-2004-000269,IL,2004-01-01,11:05,ILLINOIS STATE POLICE 08,,,08,Illinois State Police,M,1931.0,73.0,African American,Black,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Cadi 1985,,ILLINOIS STATE POLICE 08
IL-2004-000270,IL,2004-01-01,11:10,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,M,1984.0,20.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Ford 1997,,ILLINOIS STATE POLICE 15
IL-2004-000271,IL,2004-01-01,11:11,ILLINOIS STATE POLICE 06,,,06,Illinois State Police,M,1984.0,20.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Ford 1993,,ILLINOIS STATE POLICE 06
IL-2004-000272,IL,2004-01-01,11:15,ILLINOIS STATE POLICE 01,,,01,Illinois State Police,M,1985.0,19.0,Caucasian,White,"Equipment,NA",Equipment,FALSE,,,FALSE,Citation,,,Merc 1984,,ILLINOIS STATE POLICE 01
IL-2004-000273,IL,2004-01-01,11:18,ILLINOIS STATE POLICE 03,Cook County,17031,03,Illinois State Police,M,1956.0,48.0,African American,Black,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Chry 2004,,ILLINOIS STATE POLICE 03
IL-2004-000274,IL,2004-01-01,11:18,ILLINOIS STATE POLICE 01,,,01,Illinois State Police,M,1983.0,21.0,Caucasian,White,"Equipment,NA",Equipment,FALSE,,,FALSE,Written Warning,,,Chev 1993,,ILLINOIS STATE POLICE 01
IL-2004-000275,IL,2004-01-01,11:20,ILLINOIS STATE POLICE 22,,,22,Illinois State Police,M,1966.0,38.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Chev 1992,,ILLINOIS STATE POLICE 22
IL-2004-000276,IL,2004-01-01,11:20,ILLINOIS STATE POLICE 22,,,22,Illinois State Police,F,1982.0,22.0,Caucasian,White,"Equipment,NA",Equipment,FALSE,,,FALSE,Written Warning,,,Dodg 1987,,ILLINOIS STATE POLICE 22
IL-2004-000277,IL,2004-01-01,11:20,ILLINOIS STATE POLICE 08,,,08,Illinois State Police,M,1981.0,23.0,Caucasian,White,"Moving Violation,Other",Moving violation,FALSE,,,FALSE,Citation,,,Pont 1998,,ILLINOIS STATE POLICE 08
IL-2004-000278,IL,2004-01-01,11:24,ILLINOIS STATE POLICE 03,Cook County,17031,03,Illinois State Police,M,1953.0,51.0,African American,Black,"Equipment,NA",Equipment,FALSE,,,FALSE,Citation,,,Hyun 1998,,ILLINOIS STATE POLICE 03
IL-2004-000279,IL,2004-01-01,11:25,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,M,1977.0,27.0,Caucasian,White,"Moving Violation,Other",Moving violation,FALSE,,,FALSE,Citation,,,Plym 1998,,ILLINOIS STATE POLICE 15
IL-2004-000280,IL,2004-01-01,11:25,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,M,1980.0,24.0,Caucasian,White,"Moving Violation,Other",Moving violation,FALSE,,,FALSE,Citation,,,Acua 1995,,ILLINOIS STATE POLICE 15
IL-2004-000281,IL,2004-01-01,11:25,ILLINOIS STATE POLICE 11,,,11,Illinois State Police,F,1970.0,34.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Satr 2001,,ILLINOIS STATE POLICE 11
IL-2004-000282,IL,2004-01-01,11:27,ILLINOIS STATE POLICE 12,,,12,Illinois State Police,M,1949.0,55.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Dodg 1997,,ILLINOIS STATE POLICE 12
IL-2004-000283,IL,2004-01-01,11:27,ILLINOIS STATE POLICE 01,,,01,Illinois State Police,M,1978.0,26.0,Caucasian,White,"Equipment,NA",Equipment,FALSE,,,FALSE,Written Warning,,,Merc 1999,,ILLINOIS STATE POLICE 01
IL-2004-000284,IL,2004-01-01,11:30,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,M,1979.0,25.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Volk 2002,,ILLINOIS STATE POLICE 15
IL-2004-000285,IL,2004-01-01,11:31,ILLINOIS STATE POLICE 18,,,18,Illinois State Police,F,1983.0,21.0,Caucasian,White,"Moving Violation,Other",Moving violation,FALSE,,,FALSE,Written Warning,,,Pont 1989,,ILLINOIS STATE POLICE 18
IL-2004-000286,IL,2004-01-01,11:32,ILLINOIS STATE POLICE 16,,,16,Illinois State Police,F,1986.0,18.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Chev 1991,,ILLINOIS STATE POLICE 16
IL-2004-000287,IL,2004-01-01,11:32,ILLINOIS STATE POLICE 10,,,10,Illinois State Police,M,1971.0,33.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Frtl 2000,,ILLINOIS STATE POLICE 10
IL-2004-000288,IL,2004-01-01,11:34,ILLINOIS STATE POLICE 06,,,06,Illinois State Police,F,1983.0,21.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Geo 1992,,ILLINOIS STATE POLICE 06
IL-2004-000289,IL,2004-01-01,11:35,ILLINOIS STATE POLICE 13,,,13,Illinois State Police,M,1984.0,20.0,Caucasian,White,"Equipment,NA",Equipment,FALSE,,,FALSE,Written Warning,,,Chev 2000,,ILLINOIS STATE POLICE 13
IL-2004-000290,IL,2004-01-01,11:35,ILLINOIS STATE POLICE 08,,,08,Illinois State Police,F,1968.0,36.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Toyt 2001,,ILLINOIS STATE POLICE 08
IL-2004-000291,IL,2004-01-01,11:36,ILLINOIS STATE POLICE 02,,,02,Illinois State Police,F,1983.0,21.0,African American,Black,"Equipment,NA",Equipment,TRUE,Incident to Arrest,Incident to Arrest,FALSE,Citation,,,Ford 2001,,ILLINOIS STATE POLICE 02
IL-2004-000292,IL,2004-01-01,11:44,ILLINOIS STATE POLICE 22,,,22,Illinois State Police,M,1982.0,22.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Ford 2002,,ILLINOIS STATE POLICE 22
IL-2004-000293,IL,2004-01-01,11:45,ILLINOIS STATE POLICE 03,Cook County,17031,03,Illinois State Police,M,1966.0,38.0,Caucasian,White,"Moving Violation,Other",Moving violation,FALSE,,,FALSE,Citation,,,Bmw 2000,,ILLINOIS STATE POLICE 03
IL-2004-000294,IL,2004-01-01,11:49,ILLINOIS STATE POLICE 22,,,22,Illinois State Police,M,1987.0,17.0,Caucasian,White,"Moving Violation,Other",Moving violation,FALSE,,,FALSE,Citation,,,Yama 2000,,ILLINOIS STATE POLICE 22
IL-2004-000295,IL,2004-01-01,11:50,ILLINOIS STATE POLICE 02,,,02,Illinois State Police,M,1973.0,31.0,Caucasian,White,"Equipment,NA",Equipment,FALSE,,,FALSE,Citation,,,Dodg 2001,,ILLINOIS STATE POLICE 02
IL-2004-000296,IL,2004-01-01,11:54,ILLINOIS STATE POLICE 12,,,12,Illinois State Police,F,1954.0,50.0,Caucasian,White,"Moving Violation,Other",Moving violation,FALSE,,,FALSE,Written Warning,,,Pont 2001,,ILLINOIS STATE POLICE 12
IL-2004-000297,IL,2004-01-01,11:55,ILLINOIS STATE POLICE 18,,,18,Illinois State Police,M,1978.0,26.0,Caucasian,White,"Moving Violation,Follow too Close",Safe movement,FALSE,,,FALSE,Written Warning,,,Ford 1995,,ILLINOIS STATE POLICE 18
IL-2004-000298,IL,2004-01-01,11:55,ILLINOIS STATE POLICE 01,,,01,Illinois State Police,M,1918.0,86.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Gmc 1992,,ILLINOIS STATE POLICE 01
IL-2004-000299,IL,2004-01-01,11:55,ILLINOIS STATE POLICE 16,,,16,Illinois State Police,M,1970.0,34.0,Hispanic,Hispanic,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Ford 1997,,ILLINOIS STATE POLICE 16
IL-2004-000300,IL,2004-01-01,11:56,ILLINOIS STATE POLICE 06,,,06,Illinois State Police,M,1985.0,19.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Mini 2003,,ILLINOIS STATE POLICE 06
IL-2004-000301,IL,2004-01-01,12:00,ILLINOIS STATE POLICE 16,,,16,Illinois State Police,F,1980.0,24.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Plym 1997,,ILLINOIS STATE POLICE 16
IL-2004-000302,IL,2004-01-01,12:00,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,F,1981.0,23.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Ford 1995,,ILLINOIS STATE POLICE 15
IL-2004-000303,IL,2004-01-01,12:00,ILLINOIS STATE POLICE 19,,,19,Illinois State Police,F,1963.0,41.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Ford 2001,,ILLINOIS STATE POLICE 19
IL-2004-000304,IL,2004-01-01,12:01,ILLINOIS STATE POLICE 18,,,18,Illinois State Police,M,1976.0,28.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Chev 1996,,ILLINOIS STATE POLICE 18
IL-2004-000305,IL,2004-01-01,12:12,ILLINOIS STATE POLICE 16,,,16,Illinois State Police,M,1961.0,43.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Dodg 1999,,ILLINOIS STATE POLICE 16
IL-2004-000306,IL,2004-01-01,12:15,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,M,1981.0,23.0,Caucasian,White,"Moving Violation,Other",Moving violation,FALSE,,,FALSE,Written Warning,,,Ford 1993,,ILLINOIS STATE POLICE 15
IL-2004-000307,IL,2004-01-01,12:15,ILLINOIS STATE POLICE 16,,,16,Illinois State Police,M,1978.0,26.0,Caucasian,White,"Moving Violation,Other",Moving violation,FALSE,,,FALSE,Written Warning,,,Pont 2000,,ILLINOIS STATE POLICE 16
IL-2004-000308,IL,2004-01-01,12:20,ILLINOIS STATE POLICE 06,,,06,Illinois State Police,M,1959.0,45.0,Caucasian,White,"Moving Violation,SeatBelt",Seat belt,FALSE,,,FALSE,Citation,,,Ford 1996,,ILLINOIS STATE POLICE 06
IL-2004-000309,IL,2004-01-01,12:22,ILLINOIS STATE POLICE 16,,,16,Illinois State Police,M,1958.0,46.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Ford 1997,,ILLINOIS STATE POLICE 16
IL-2004-000310,IL,2004-01-01,12:23,ILLINOIS STATE POLICE 18,,,18,Illinois State Police,F,1984.0,20.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Merc 1991,,ILLINOIS STATE POLICE 18
IL-2004-000311,IL,2004-01-01,12:27,ILLINOIS STATE POLICE 08,,,08,Illinois State Police,M,1954.0,50.0,Caucasian,White,"Equipment,NA",Equipment,FALSE,,,FALSE,Citation,,,Buic 1988,,ILLINOIS STATE POLICE 08
IL-2004-000312,IL,2004-01-01,12:30,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,F,1968.0,36.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Isuz 2001,,ILLINOIS STATE POLICE 15
IL-2004-000313,IL,2004-01-01,12:35,ILLINOIS STATE POLICE 03,Cook County,17031,03,Illinois State Police,M,1959.0,45.0,African American,Black,"Moving Violation,Other",Moving violation,FALSE,,,FALSE,Citation,,,Toyt 2001,,ILLINOIS STATE POLICE 03
IL-2004-000314,IL,2004-01-01,12:35,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,M,1972.0,32.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Merz 2004,,ILLINOIS STATE POLICE 15
IL-2004-000315,IL,2004-01-01,12:40,ILLINOIS STATE POLICE 22,,,22,Illinois State Police,M,1951.0,53.0,African American,Black,"Equipment,NA",Equipment,FALSE,,,FALSE,Written Warning,,,Buic 1988,,ILLINOIS STATE POLICE 22
IL-2004-000316,IL,2004-01-01,12:40,ILLINOIS STATE POLICE 12,,,12,Illinois State Police,M,1972.0,32.0,African American,Black,"Moving Violation,SeatBelt",Seat belt,FALSE,,,FALSE,Citation,,,Gmc 1991,,ILLINOIS STATE POLICE 12
IL-2004-000317,IL,2004-01-01,12:40,ILLINOIS STATE POLICE 06,,,06,Illinois State Police,F,1963.0,41.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Niss 2002,,ILLINOIS STATE POLICE 06
IL-2004-000318,IL,2004-01-01,12:40,ILLINOIS STATE POLICE 09,,,09,Illinois State Police,M,1972.0,32.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Niss 2001,,ILLINOIS STATE POLICE 09
IL-2004-000319,IL,2004-01-01,12:40,ILLINOIS STATE POLICE 10,,,10,Illinois State Police,F,1977.0,27.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Pont 1990,,ILLINOIS STATE POLICE 10
IL-2004-000320,IL,2004-01-01,12:41,ILLINOIS STATE POLICE 10,,,10,Illinois State Police,M,1929.0,75.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Toyt 1995,,ILLINOIS STATE POLICE 10
IL-2004-000321,IL,2004-01-01,12:42,ILLINOIS STATE POLICE 02,,,02,Illinois State Police,M,1984.0,20.0,Caucasian,White,"Equipment,NA",Equipment,TRUE,Incident to Arrest,Incident to Arrest,FALSE,Citation,,,Pont 1999,,ILLINOIS STATE POLICE 02
IL-2004-000322,IL,2004-01-01,12:42,ILLINOIS STATE POLICE 01,,,01,Illinois State Police,M,1977.0,27.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Mazd 2001,,ILLINOIS STATE POLICE 01
IL-2004-000323,IL,2004-01-01,12:45,ILLINOIS STATE POLICE 02,,,02,Illinois State Police,M,1981.0,23.0,Hispanic,Hispanic,"Equipment,NA",Equipment,FALSE,,,FALSE,Citation,,,Ford 2002,,ILLINOIS STATE POLICE 02
IL-2004-000324,IL,2004-01-01,12:45,ILLINOIS STATE POLICE 09,,,09,Illinois State Police,M,1983.0,21.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Toyt 1989,,ILLINOIS STATE POLICE 09
IL-2004-000325,IL,2004-01-01,12:45,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,F,1984.0,20.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Ford 2003,,ILLINOIS STATE POLICE 15
IL-2004-000326,IL,2004-01-01,12:50,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,M,1978.0,26.0,African American,Black,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Linc 1992,,ILLINOIS STATE POLICE 15
IL-2004-000327,IL,2004-01-01,12:52,ILLINOIS STATE POLICE 18,,,18,Illinois State Police,F,1982.0,22.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Ford 2002,,ILLINOIS STATE POLICE 18
IL-2004-000328,IL,2004-01-01,12:54,ILLINOIS STATE POLICE 21,,,21,Illinois State Police,M,1982.0,22.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Ford 1997,,ILLINOIS STATE POLICE 21
IL-2004-000329,IL,2004-01-01,13:00,ILLINOIS STATE POLICE 03,Cook County,17031,03,Illinois State Police,F,1979.0,25.0,African American,Black,"Moving Violation,Other",Moving violation,FALSE,,,FALSE,Citation,,,Ford 2001,,ILLINOIS STATE POLICE 03
IL-2004-000330,IL,2004-01-01,13:00,ILLINOIS STATE POLICE 21,,,21,Illinois State Police,F,1983.0,21.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Buic 1987,,ILLINOIS STATE POLICE 21
IL-2004-000331,IL,2004-01-01,13:00,ILLINOIS STATE POLICE 06,,,06,Illinois State Police,M,1974.0,30.0,Caucasian,White,"Equipment,NA",Equipment,FALSE,,,FALSE,Written Warning,,,Frht 1998,,ILLINOIS STATE POLICE 06
IL-2004-000332,IL,2004-01-01,13:02,ILLINOIS STATE POLICE 01,,,01,Illinois State Police,M,1976.0,28.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Toty 2002,,ILLINOIS STATE POLICE 01
IL-2004-000333,IL,2004-01-01,13:03,ILLINOIS STATE POLICE 11,,,11,Illinois State Police,M,1976.0,28.0,African American,Black,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Niss 2004,,ILLINOIS STATE POLICE 11
IL-2004-000334,IL,2004-01-01,13:05,ILLINOIS STATE POLICE 21,,,21,Illinois State Police,M,1983.0,21.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Hond 1995,,ILLINOIS STATE POLICE 21
IL-2004-000335,IL,2004-01-01,13:05,ILLINOIS STATE POLICE 12,,,12,Illinois State Police,M,1978.0,26.0,African American,Black,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Volk 2003,,ILLINOIS STATE POLICE 12
IL-2004-000336,IL,2004-01-01,13:07,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,M,1978.0,26.0,Hispanic,Hispanic,"Equipment,NA",Equipment,FALSE,,,FALSE,Written Warning,,,Olds 1995,,ILLINOIS STATE POLICE 15
IL-2004-000337,IL,2004-01-01,13:12,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,M,1983.0,21.0,Asian/Pacific Islander,Asian,"Moving Violation,Other",Moving violation,FALSE,,,FALSE,Citation,,,Acur 1996,,ILLINOIS STATE POLICE 15
IL-2004-000338,IL,2004-01-01,13:13,ILLINOIS STATE POLICE 18,,,18,Illinois State Police,F,1984.0,20.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Ford 1997,,ILLINOIS STATE POLICE 18
IL-2004-000339,IL,2004-01-01,13:16,ILLINOIS STATE POLICE 16,,,16,Illinois State Police,F,1983.0,21.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Volv 1998,,ILLINOIS STATE POLICE 16
IL-2004-000340,IL,2004-01-01,13:18,ILLINOIS STATE POLICE 18,,,18,Illinois State Police,M,1962.0,42.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Merc 2000,,ILLINOIS STATE POLICE 18
IL-2004-000341,IL,2004-01-01,13:19,ILLINOIS STATE POLICE 11,,,11,Illinois State Police,F,1974.0,30.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Hond 2004,,ILLINOIS STATE POLICE 11
IL-2004-000342,IL,2004-01-01,13:20,ILLINOIS STATE POLICE 09,,,09,Illinois State Police,M,1969.0,35.0,African American,Black,"Moving Violation,Other",Moving violation,FALSE,,,FALSE,Citation,,,Hyun 1994,,ILLINOIS STATE POLICE 09
IL-2004-000343,IL,2004-01-01,13:20,ILLINOIS STATE POLICE 05,,,05,Illinois State Police,F,1985.0,19.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Written Warning,,,Chev 1996,,ILLINOIS STATE POLICE 05
IL-2004-000344,IL,2004-01-01,13:25,ILLINOIS STATE POLICE 21,,,21,Illinois State Police,F,1975.0,29.0,African American,Black,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Hond 2003,,ILLINOIS STATE POLICE 21
IL-2004-000345,IL,2004-01-01,13:30,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,M,1980.0,24.0,Caucasian,White,"Moving Violation,Speed",Speeding,FALSE,,,FALSE,Citation,,,Chev 1992,,ILLINOIS STATE POLICE 15
IL-2004-000346,IL,2004-01-01,13:30,ILLINOIS STATE POLICE 15,,,15,Illinois State Police,M,1974.0,30.0,African American,Black,"License Plate/Registration,NA",Registration/plates,FALSE,,,FALSE,Written Warning,,,Ford 1997,,ILLINOIS STATE POLICE 15
IL-2004-000347,IL,2004-01-01,13:30,ILLINOIS STATE POLICE 06,,,06,Illinois State Police,M,1984.0,20.0,Hispanic,Hispanic,"Moving Violation,SeatBelt",Seat belt,FALSE,,,FALSE,Citation,,,Hond 2001,,ILLINOIS STATE POLICE 06
